12330	rCC	39736
11192	rDD	59951
731	rAA	9280
464	rBB	7820
11076	rCC	39576
12943	rDD	52743
534	rAA	9739
859	rBB	8529
12938	rCC	34246
12712	rDD	57182
851	rAA	9682
414	rBB	7509
10235	rCC	39298
11554	rDD	54503
373	rAA	9009
844	rBB	8255
11603	rCC	38501
12412	rDD	50128
615	rAA	8853
702	rBB	7997
10744	rCC	32986
10152	rDD	58269
656	rAA	9563
345	rBB	8169
11589	rCC	38972
10906	rDD	56006
584	rAA	9463
966	rBB	8351
12935	rCC	31798
11539	rDD	54391
63	rAA	9896
641	rBB	7576
12240	rCC	34737
11913	rDD	58775
838	rAA	9503
715	rBB	7794
10281	rCC	31768
10276	rDD	50178
149	rAA	9161
460	rBB	7732
10311	rCC	39798
11046	rDD	55585
144	rAA	8915
563	rBB	8577
10850	rCC	36243
11159	rDD	54082
841	rAA	9899
208	rBB	7873
12096	rCC	34627
12094	rDD	54538
683	rAA	9216
481	rBB	8176
10535	rCC	34503
11987	rDD	51833
112	rAA	9507
109	rBB	8533
10548	rCC	35878
11205	rDD	54646
639	rAA	9785
897	rBB	8453
10837	rCC	39433
10849	rDD	51932
735	rAA	9142
805	rBB	8398
12142	rCC	38730
12601	rDD	52965
317	rAA	8735
195	rBB	8525
11833	rCC	31708
12650	rDD	59324
974	rAA	9404
653	rBB	8221
10510	rCC	35650
12871	rDD	50659
690	rAA	9010
315	rBB	7840
10696	rCC	36453
10821	rDD	55167
235	rAA	8968
453	rBB	7926
12316	rCC	36404
10465	rDD	57316
247	rAA	8864
243	rBB	8386
12937	rCC	30302
10768	rDD	52043
548	rAA	8739
886	rBB	8357
12641	rCC	31941
12797	rDD	58896
958	rAA	9538
878	rBB	8417
10352	rCC	35871
12418	rDD	55678
142	rAA	9105
61	rBB	8431
10204	rCC	32503
11509	rDD	56194
38	rAA	9374
357	rBB	7975
12926	rCC	31802
10884	rDD	55532
952	rAA	9610
88	rBB	7937
12852	rCC	35494
11164	rDD	58454
627	rAA	9177
727	rBB	8139
12176	rCC	39151
10027	rDD	51997
710	rAA	8961
319	rBB	8242
10871	rCC	34298
11979	rDD	52443
62	rAA	9802
703	rBB	7648
12854	rCC	38336
10516	rDD	51621
745	rAA	9334
617	rBB	8140
11151	rCC	37051
11402	rDD	52490
7	rAA	8716
272	rBB	7736
11108	rCC	36720
10615	rDD	52679
872	rAA	9691
432	rBB	8013
11347	rCC	39807
10934	rDD	55656
824	rAA	9189
122	rBB	8546
11620	rCC	35181
10336	rDD	52928
691	rAA	9146
475	rBB	8204
11914	rCC	39533
11893	rDD	50885
393	rAA	9847
579	rBB	8146
12705	rCC	30519
11910	rDD	56269
124	rAA	9215
323	rBB	8141
12484	rCC	33860
11027	rDD	58992
59	rAA	9526
427	rBB	7535
12329	rCC	39688
11766	rDD	53827
902	rAA	8736
613	rBB	8406
12583	rCC	37707
11281	rDD	56762
720	rAA	9401
314	rBB	8540
12857	rCC	35346
10967	rDD	51941
299	rAA	9195
182	rBB	7661
12948	rCC	38837
10457	rDD	50048
475	rAA	9232
987	rBB	7535
11557	rCC	31404
10059	rDD	56330
127	rAA	9237
151	rBB	7730
11709	rCC	37527
11689	rDD	51375
865	rAA	9004
605	rBB	8310
11075	rCC	34275
11482	rDD	57284
806	rAA	8744
203	rBB	8186
10651	rCC	33903
10376	rDD	52715
370	rAA	9415
227	rBB	7590
10057	rCC	38658
10406	rDD	51258
304	rAA	9306
751	rBB	8451
12469	rCC	30506
12051	rDD	53106
569	rAA	9426
663	rBB	7905
11419	rCC	33475
12313	rDD	51207
265	rAA	9749
55	rBB	8369
11519	rCC	32372
11081	rDD	52076
119	rAA	9661
804	rBB	8339
12449	rCC	35328
11118	rDD	52327
494	rAA	9686
708	rBB	8418
11975	rCC	37172
12831	rDD	50894
898	rAA	9288
307	rBB	8087
10183	rCC	34688
10012	rDD	57033
747	rAA	9184
829	rBB	8335
10781	rCC	31731
11439	rDD	51497
793	rAA	9684
799	rBB	8381
11981	rCC	34423
12307	rDD	56568
915	rAA	8773
173	rBB	7991
11025	rCC	35164
10305	rDD	53483
74	rAA	9184
235	rBB	8463
12020	rCC	36066
11733	rDD	56009
497	rAA	8867
854	rBB	7623
12902	rCC	37742
10095	rDD	56528
457	rAA	9686
183	rBB	8081
10482	rCC	37761
10283	rDD	53911
553	rAA	9609
45	rBB	8470
11946	rCC	36719
10288	rDD	56880
51	rAA	9107
447	rBB	7913
12721	rCC	30274
11291	rDD	56079
428	rAA	9543
774	rBB	8406
11839	rCC	36331
11336	rDD	53041
426	rAA	8721
207	rBB	8544
10107	rCC	30117
10299	rDD	52783
670	rAA	9336
720	rBB	8225
12571	rCC	37822
10795	rDD	53307
564	rAA	9591
806	rBB	8011
11672	rCC	32820
11550	rDD	53135
154	rAA	9449
293	rBB	8548
10523	rCC	30969
11880	rDD	58484
926	rAA	8830
684	rBB	7507
11124	rCC	35219
11355	rDD	59949
930	rAA	9482
157	rBB	7749
12570	rCC	30149
11450	rDD	51975
652	rAA	9419
640	rBB	7697
11297	rCC	36476
10513	rDD	53430
509	rAA	8804
446	rBB	8489
11777	rCC	37048
11340	rDD	52646
231	rAA	9169
922	rBB	8516
10292	rCC	31910
10614	rDD	59333
847	rAA	9827
796	rBB	8021
10799	rCC	30531
10830	rDD	53626
481	rAA	9583
124	rBB	7608
11829	rCC	36377
10613	rDD	55177
999	rAA	9405
549	rBB	7665
10023	rCC	39073
10030	rDD	58795
173	rAA	8966
719	rBB	7891
10537	rCC	31228
11034	rDD	53411
929	rAA	9771
777	rBB	7622
12575	rCC	31077
11290	rDD	50640
741	rAA	9051
30	rBB	7596
11776	rCC	37519
12861	rDD	54167
894	rAA	9706
807	rBB	7597
12565	rCC	31945
11742	rDD	54056
805	rAA	9761
152	rBB	7896
12477	rCC	35117
11961	rDD	53799
417	rAA	8903
782	rBB	8011
11989	rCC	35811
12188	rDD	55111
545	rAA	8989
871	rBB	7817
12336	rCC	33247
11715	rDD	50022
605	rAA	8765
390	rBB	8247
11271	rCC	31072
11070	rDD	55442
862	rAA	9928
893	rBB	8102
10251	rCC	34647
12873	rDD	56653
822	rAA	9609
688	rBB	8252
12513	rCC	32218
10424	rDD	53263
148	rAA	9505
585	rBB	7688
12164	rCC	32598
11143	rDD	59482
953	rAA	8789
586	rBB	8313
10415	rCC	37748
11806	rDD	53338
449	rAA	9684
313	rBB	7790
10750	rCC	32690
11919	rDD	59225
177	rAA	9323
53	rBB	8576
10522	rCC	35513
10026	rDD	58600
52	rAA	9631
669	rBB	8115
12170	rCC	37428
11976	rDD	50842
203	rAA	9382
965	rBB	8033
12443	rCC	36690
12196	rDD	50439
579	rAA	9785
790	rBB	8245
12563	rCC	36820
10187	rDD	53598
746	rAA	9600
329	rBB	8144
12639	rCC	36183
11645	rDD	57505
29	rAA	9111
126	rBB	8106
12372	rCC	33883
12614	rDD	52432
369	rAA	9321
771	rBB	7916
12312	rCC	38262
11782	rDD	59615
108	rAA	9522
396	rBB	7910
12885	rCC	34494
11577	rDD	58206
923	rAA	9089
989	rBB	7573
10346	rCC	32695
12584	rDD	52618
535	rAA	9828
351	rBB	7589
12287	rCC	39180
11374	rDD	55994
129	rAA	9183
700	rBB	8471
10585	rCC	36560
11032	rDD	56114
274	rAA	9731
375	rBB	7675
11755	rCC	32727
11681	rDD	54169
386	rAA	9164
421	rBB	7576
10831	rCC	30912
10460	rDD	51751
986	rAA	8884
592	rBB	7767
12138	rCC	35090
11957	rDD	55994
405	rAA	9454
62	rBB	8575
11888	rCC	38603
10870	rDD	57176
487	rAA	9418
438	rBB	8370
11476	rCC	33536
12104	rDD	50033
136	rAA	9225
573	rBB	8463
10209	rCC	36455
11746	rDD	56108
16	rAA	9563
128	rBB	7842
10788	rCC	37555
11778	rDD	58032
185	rAA	8822
846	rBB	8294
11527	rCC	35128
10427	rDD	54251
870	rAA	9188
550	rBB	8582
12060	rCC	37908
10253	rDD	54699
363	rAA	9822
513	rBB	8116
12530	rCC	30315
10760	rDD	55290
560	rAA	9791
60	rBB	8488
10411	rCC	36134
10552	rDD	50022
707	rAA	8837
331	rBB	8466
12631	rCC	30540
11702	rDD	57310
533	rAA	9080
552	rBB	8365
10347	rCC	34575
12034	rDD	54167
33	rAA	9760
26	rBB	8076
10049	rCC	36283
12504	rDD	52458
949	rAA	9414
602	rBB	7823
12426	rCC	32580
12427	rDD	53137
44	rAA	9724
417	rBB	7948
12589	rCC	31372
11066	rDD	52619
621	rAA	9988
848	rBB	8323
10437	rCC	30629
12611	rDD	57041
539	rAA	9767
231	rBB	8438
12262	rCC	39020
11920	rDD	50025
547	rAA	8740
815	rBB	8452
11510	rCC	38743
10611	rDD	55490
143	rAA	9694
516	rBB	7948
12651	rCC	35147
11680	rDD	50374
504	rAA	8932
590	rBB	7698
11311	rCC	34486
12613	rDD	56327
724	rAA	8763
131	rBB	8586
12608	rCC	36397
11528	rDD	50364
468	rAA	9556
949	rBB	7884
12162	rCC	33252
11515	rDD	51891
471	rAA	9250
932	rBB	8140
10880	rCC	37214
11131	rDD	55151
655	rAA	8963
449	rBB	7623
12353	rCC	36400
11037	rDD	54890
365	rAA	8740
578	rBB	7554
12592	rCC	36420
11798	rDD	57067
273	rAA	9363
946	rBB	8369
10047	rCC	38665
12423	rDD	51585
3	rAA	8952
189	rBB	7971
11992	rCC	38033
11538	rDD	52688
414	rAA	9560
598	rBB	7612
12495	rCC	39309
10616	rDD	53661
336	rAA	9180
647	rBB	7763
11983	rCC	35813
10692	rDD	57956
727	rAA	9039
607	rBB	8470
10913	rCC	32245
11457	rDD	59583
442	rAA	9672
473	rBB	8069
11884	rCC	35168
12786	rDD	56799
147	rAA	9370
318	rBB	8500
10093	rCC	37926
12157	rDD	56316
456	rAA	9070
84	rBB	8042
10785	rCC	34392
10601	rDD	52247
508	rAA	9753
333	rBB	8420
12965	rCC	34684
10373	rDD	51633
236	rAA	9019
133	rBB	8177
10989	rCC	36189
11874	rDD	55372
26	rAA	8720
795	rBB	7909
10430	rCC	39155
10496	rDD	52800
262	rAA	8907
387	rBB	8598
10919	rCC	32420
11549	rDD	57551
350	rAA	9077
428	rBB	8232
11708	rCC	39170
12823	rDD	59627
128	rAA	9567
216	rBB	8288
12218	rCC	33260
12271	rDD	57449
41	rAA	8904
1	rBB	8230
11289	rCC	35434
10975	rDD	52363
667	rAA	8893
119	rBB	7647
12653	rCC	37006
11259	rDD	55738
5	rAA	9249
802	rBB	8219
12506	rCC	34013
10470	rDD	52026
514	rAA	8853
246	rBB	7559
12880	rCC	32078
12089	rDD	58466
581	rAA	9873
426	rBB	8275
12927	rCC	38433
10072	rDD	59771
433	rAA	9635
905	rBB	8571
11355	rCC	31016
10215	rDD	59559
619	rAA	8733
561	rBB	7648
11742	rCC	30154
11655	rDD	52163
616	rAA	9257
257	rBB	7760
12812	rCC	36647
12163	rDD	56001
779	rAA	9979
611	rBB	8481
11818	rCC	30689
12101	rDD	57119
97	rAA	9827
731	rBB	8013
11171	rCC	37329
12221	rDD	51115
920	rAA	9764
748	rBB	8315
11210	rCC	38208
11322	rDD	50001
513	rAA	9945
636	rBB	7651
11328	rCC	33381
10091	rDD	51863
320	rAA	9168
622	rBB	7533
10860	rCC	32096
10412	rDD	50260
216	rAA	9358
201	rBB	7898
11091	rCC	35920
10118	rDD	54686
324	rAA	9964
998	rBB	7623
12455	rCC	38636
12672	rDD	58735
669	rAA	9365
752	rBB	7888
11266	rCC	32759
12925	rDD	56661
785	rAA	9786
296	rBB	8163
11502	rCC	38285
11495	rDD	54464
765	rAA	9929
301	rBB	7867
12093	rCC	32655
11758	rDD	55343
864	rAA	9113
175	rBB	7841
11757	rCC	34579
11138	rDD	57032
209	rAA	9665
263	rBB	8023
10451	rCC	38275
11033	rDD	51169
527	rAA	9664
890	rBB	7927
12280	rCC	34973
11169	rDD	56086
292	rAA	9691
198	rBB	8261
11027	rCC	31687
11218	rDD	58581
130	rAA	8889
604	rBB	7974
12400	rCC	38340
12451	rDD	54986
753	rAA	9540
172	rBB	7949
11054	rCC	34442
10207	rDD	59403
2	rAA	9142
260	rBB	8439
12568	rCC	33360
10133	rDD	52446
832	rAA	8887
710	rBB	8221
12390	rCC	31688
11926	rDD	51986
703	rAA	8881
278	rBB	8252
11264	rCC	38803
10078	rDD	57477
916	rAA	9915
241	rBB	7676
12062	rCC	30934
12167	rDD	58715
565	rAA	9986
27	rBB	7779
10326	rCC	34738
11658	rDD	59046
240	rAA	9595
120	rBB	7513
11342	rCC	38085
11832	rDD	53842
83	rAA	9033
568	rBB	8121
12349	rCC	30986
11318	rDD	55686
744	rAA	9974
392	rBB	8291
10976	rCC	37484
11572	rDD	50031
719	rAA	9086
327	rBB	7662
12849	rCC	35002
10247	rDD	55128
582	rAA	9571
322	rBB	7774
12613	rCC	33520
11269	rDD	59532
861	rAA	9860
930	rBB	8462
12666	rCC	33725
12018	rDD	54404
756	rAA	9088
317	rBB	8351
11249	rCC	31079
10184	rDD	52342
279	rAA	9610
975	rBB	7795
10528	rCC	35127
10780	rDD	54313
954	rAA	9521
337	rBB	8238
11492	rCC	33288
11522	rDD	51962
654	rAA	9916
362	rBB	7647
11930	rCC	33724
11035	rDD	52524
685	rAA	9467
961	rBB	8028
12753	rCC	37475
11171	rDD	57957
593	rAA	9259
560	rBB	8284
11192	rCC	31198
11397	rDD	53920
171	rAA	9567
986	rBB	7562
11680	rCC	36880
12894	rDD	59133
321	rAA	9675
23	rBB	8384
11431	rCC	38638
11718	rDD	52521
311	rAA	9156
7	rBB	8570
10178	rCC	39017
11064	rDD	54019
204	rAA	8767
668	rBB	8208
10571	rCC	37777
10984	rDD	50323
295	rAA	9555
20	rBB	7809
12540	rCC	36089
12612	rDD	59497
34	rAA	9583
714	rBB	7636
10039	rCC	33634
12446	rDD	50013
134	rAA	9463
584	rBB	7849
12541	rCC	37106
12885	rDD	51659
319	rAA	9066
380	rBB	7904
11959	rCC	38736
11233	rDD	50949
443	rAA	8778
367	rBB	7549
12502	rCC	31431
12805	rDD	56957
453	rAA	9770
515	rBB	8260
12533	rCC	38142
11821	rDD	59710
590	rAA	9084
38	rBB	8380
10146	rCC	30501
12050	rDD	55199
19	rAA	8939
850	rBB	8061
10108	rCC	31979
12926	rDD	52547
473	rAA	8968
147	rBB	8013
11473	rCC	35465
10785	rDD	57809
558	rAA	8727
567	rBB	7633
10834	rCC	38120
10633	rDD	54231
113	rAA	8969
469	rBB	7997
12011	rCC	36975
12497	rDD	57931
166	rAA	9910
954	rBB	7505
11016	rCC	35152
11101	rDD	56800
718	rAA	9135
363	rBB	7952
12951	rCC	36611
10577	rDD	52599
730	rAA	9014
879	rBB	8182
11605	rCC	33270
10467	rDD	50584
882	rAA	9279
507	rBB	8397
11470	rCC	31743
10583	rDD	55076
103	rAA	8969
416	rBB	8187
12820	rCC	30505
10662	rDD	54385
825	rAA	8813
952	rBB	8525
10263	rCC	35032
11408	rDD	58671
10	rAA	9551
24	rBB	8387
10432	rCC	35112
12836	rDD	58788
351	rAA	9854
12	rBB	8082
12806	rCC	39039
12535	rDD	54765
32	rAA	8793
801	rBB	8572
12898	rCC	32582
11029	rDD	51532
259	rAA	9433
892	rBB	8335
11579	rCC	31497
10144	rDD	57525
977	rAA	9305
468	rBB	8162
11844	rCC	31046
10458	rDD	50786
303	rAA	9276
825	rBB	7772
10920	rCC	38850
12230	rDD	58376
803	rAA	9160
44	rBB	8095
12808	rCC	36948
11642	rDD	58037
352	rAA	9387
979	rBB	7916
11043	rCC	32181
11779	rDD	53384
601	rAA	9968
196	rBB	7527
12510	rCC	34031
12983	rDD	50548
554	rAA	8885
466	rBB	7889
10124	rCC	34633
12047	rDD	58477
981	rAA	9423
477	rBB	7878
12412	rCC	35780
10062	rDD	56587
384	rAA	9776
838	rBB	7518
12053	rCC	31679
10749	rDD	54113
205	rAA	9981
81	rBB	7818
12332	rCC	38959
12004	rDD	54205
797	rAA	9466
184	rBB	8522
10714	rCC	36107
10712	rDD	50029
610	rAA	9955
830	rBB	7569
10198	rCC	33684
12754	rDD	54659
701	rAA	8831
87	rBB	7680
11284	rCC	36672
12661	rDD	54039
159	rAA	8866
355	rBB	8567
11140	rCC	32892
10925	rDD	56918
476	rAA	8968
665	rBB	8471
10418	rCC	33209
10648	rDD	52475
831	rAA	9648
51	rBB	7535
10365	rCC	36663
12746	rDD	57174
697	rAA	9563
160	rBB	8451
11145	rCC	36727
11022	rDD	51592
778	rAA	9631
467	rBB	7868
11184	rCC	35908
11128	rDD	52082
640	rAA	9332
92	rBB	8077
11330	rCC	31467
11370	rDD	59547
828	rAA	9767
269	rBB	7943
11957	rCC	39372
11710	rDD	59531
714	rAA	9462
660	rBB	8009
10298	rCC	36995
12194	rDD	51875
485	rAA	9096
113	rBB	7766
12118	rCC	37469
10979	rDD	54135
474	rAA	9970
141	rBB	7829
12603	rCC	33404
11638	rDD	55545
820	rAA	9321
495	rBB	7631
10796	rCC	36521
10959	rDD	50821
500	rAA	9590
302	rBB	8475
12114	rCC	38968
11342	rDD	54385
764	rAA	9053
639	rBB	8037
12829	rCC	34532
11114	rDD	55503
783	rAA	9814
58	rBB	7811
10130	rCC	35544
11369	rDD	52563
830	rAA	9021
944	rBB	8219
12274	rCC	33144
10099	rDD	56170
366	rAA	9587
406	rBB	7590
10739	rCC	35516
12436	rDD	57370
782	rAA	8868
648	rBB	7908
12906	rCC	36200
12191	rDD	59099
578	rAA	8930
814	rBB	7580
11240	rCC	38992
12243	rDD	51866
788	rAA	9516
580	rBB	7525
10114	rCC	33216
11466	rDD	51405
418	rAA	8946
225	rBB	8035
11452	rCC	31568
12290	rDD	55897
664	rAA	8823
672	rBB	7619
10377	rCC	33132
12562	rDD	55236
261	rAA	8936
29	rBB	8564
10513	rCC	39293
10321	rDD	52779
167	rAA	9270
16	rBB	8221
10665	rCC	32839
12156	rDD	53784
905	rAA	9261
657	rBB	7779
10246	rCC	35956
10086	rDD	57334
337	rAA	8749
454	rBB	7511
11659	rCC	31944
10092	rDD	57504
348	rAA	9004
857	rBB	7885
11639	rCC	35968
10088	rDD	55869
789	rAA	9278
984	rBB	7623
11406	rCC	34446
11601	rDD	56769
361	rAA	9699
614	rBB	7717
12067	rCC	35227
10904	rDD	51951
68	rAA	9789
214	rBB	8106
10704	rCC	31636
10650	rDD	56030
116	rAA	9572
462	rBB	8089
10212	rCC	31085
12363	rDD	57722
280	rAA	9816
576	rBB	7960
12370	rCC	34085
12356	rDD	51782
816	rAA	9985
951	rBB	7703
12100	rCC	30883
11474	rDD	57598
951	rAA	9239
165	rBB	8014
10381	rCC	31657
12626	rDD	57785
990	rAA	9581
13	rBB	7887
10398	rCC	31845
10929	rDD	54827
950	rAA	9125
341	rBB	7558
10158	rCC	36301
12977	rDD	54799
773	rAA	9408
596	rBB	8528
11352	rCC	34807
11620	rDD	53206
755	rAA	9756
671	rBB	8096
10509	rCC	34051
11211	rDD	53495
258	rAA	8992
781	rBB	8571
12543	rCC	36633
12207	rDD	53224
96	rAA	9474
926	rBB	7575
10313	rCC	39132
10923	rDD	55877
466	rAA	9568
21	rBB	8554
12611	rCC	30426
12846	rDD	58345
925	rAA	9157
153	rBB	7985
11631	rCC	36004
12492	rDD	51390
993	rAA	9722
673	rBB	8180
12900	rCC	32163
12084	rDD	51616
881	rAA	9546
358	rBB	8334
10069	rCC	37141
12319	rDD	56539
277	rAA	8742
689	rBB	8065
12289	rCC	31898
10444	rDD	53972
436	rAA	9357
250	rBB	8451
10568	rCC	36406
10111	rDD	53392
979	rAA	8885
687	rBB	8335
12904	rCC	30923
11673	rDD	54388
942	rAA	9818
978	rBB	7572
12168	rCC	32373
10154	rDD	53596
422	rAA	9566
353	rBB	7722
12079	rCC	35122
11146	rDD	52850
644	rAA	9095
384	rBB	7993
10605	rCC	32816
11816	rDD	52467
395	rAA	9211
42	rBB	8248
10282	rCC	38425
12758	rDD	56461
139	rAA	9223
407	rBB	8444
11917	rCC	38072
10050	rDD	52643
420	rAA	9343
994	rBB	8101
12850	rCC	36513
10560	rDD	54910
767	rAA	8907
968	rBB	8522
11686	rCC	38541
12078	rDD	54386
47	rAA	9896
629	rBB	7520
11619	rCC	30415
11837	rDD	55411
936	rAA	9754
855	rBB	7943
11807	rCC	39704
12572	rDD	57709
452	rAA	8875
423	rBB	7521
11090	rCC	30253
11276	rDD	57875
563	rAA	9439
391	rBB	7635
10294	rCC	34354
12495	rDD	52956
486	rAA	9409
114	rBB	8194
12664	rCC	30280
11405	rDD	54087
907	rAA	9199
539	rBB	8431
11635	rCC	37837
12108	rDD	51780
897	rAA	9590
960	rBB	8215
12351	rCC	30898
10623	rDD	50557
781	rAA	9517
178	rBB	7805
12300	rCC	31017
12693	rDD	51083
322	rAA	9103
750	rBB	8572
11894	rCC	35831
10328	rDD	56150
818	rAA	8787
